Id,MSSubClass,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
327,120,10846,Veenker,1Story,8,5,1993,Gable,Gd,Gd,1719,Y,SBrkr,1719,1,1,1,Gd,6,2,2,473,0,5,2008,Con,Normal,324000
328,20,11600,NAmes,1Story,6,5,1960,Hip,TA,TA,1383,Y,SBrkr,1383,1,3,1,TA,7,0,1,292,0,4,2006,WD,Normal,145250
329,75,11888,BrkSide,2.5Unf,6,6,1916,Gable,TA,TA,844,N,FuseA,2134,2,5,1,Gd,10,0,2,441,0,7,2009,WD,Normal,214500
330,70,6402,IDOTRR,2Story,5,5,1920,Gable,TA,TA,596,N,SBrkr,1192,1,3,1,TA,6,0,1,189,0,7,2009,WD,Normal,78000
331,90,10624,NAmes,1Story,5,4,1964,Gable,TA,TA,1728,Y,SBrkr,1728,2,6,2,TA,10,0,1,352,0,11,2007,WD,Normal,119000
332,20,8176,NAmes,1Story,5,6,1958,Gable,TA,TA,1056,Y,SBrkr,1056,1,3,1,TA,6,0,1,308,0,8,2007,WD,Normal,139000
333,20,10655,NridgHt,1Story,8,5,2003,Gable,Gd,Gd,3206,Y,SBrkr,1629,2,3,1,Gd,7,1,3,880,0,10,2009,WD,Normal,284000
334,120,8198,NridgHt,1Story,7,5,2004,Gable,Gd,Gd,1358,Y,SBrkr,1358,2,2,1,Gd,6,1,2,484,0,7,2008,WD,Normal,207000
335,60,9042,Gilbert,2Story,6,5,1998,Gable,TA,Gd,943,Y,SBrkr,1638,2,3,1,TA,7,2,2,472,0,7,2008,WD,Normal,192000
336,190,164660,Timber,1.5Fin,5,6,1965,Gable,TA,TA,1499,Y,SBrkr,1786,2,3,1,TA,7,2,2,529,0,8,2008,WD,Normal,228950
337,20,14157,StoneBr,1Story,9,5,2005,Hip,Gd,Ex,1922,Y,SBrkr,1922,2,3,1,Gd,8,1,3,676,0,7,2007,WD,Normal,377426
338,20,9135,CollgCr,1Story,7,5,2002,Gable,Gd,Gd,1536,Y,SBrkr,1536,2,3,1,Gd,7,0,2,532,0,12,2008,WD,Normal,214000
339,20,14145,NWAmes,1Story,7,7,1984,Gable,Gd,Gd,1208,Y,SBrkr,1621,2,3,1,Gd,8,0,2,440,0,5,2006,WD,Normal,202500
340,20,12400,NAmes,1Story,6,7,1958,Hip,TA,TA,1215,Y,FuseA,1215,1,3,1,TA,6,0,1,297,0,6,2009,WD,Normal,155000
341,60,14191,Timber,2Story,8,5,2002,Gable,Gd,Gd,967,Y,SBrkr,1908,2,4,1,Gd,9,0,2,431,0,4,2010,WD,Normal,202900
342,20,8400,SawyerW,1Story,4,4,1950,Gable,Fa,TA,721,Y,SBrkr,841,1,2,1,TA,4,0,1,294,0,9,2009,WD,Normal,82000
343,90,8544,NAmes,1Story,3,4,1949,Gable,TA,NA,0,N,FuseA,1040,2,2,2,TA,6,0,2,400,0,5,2006,WD,Normal,87500
344,120,8849,NridgHt,1Story,9,5,2005,Hip,Ex,Ex,1684,Y,SBrkr,1684,2,2,1,Ex,6,1,2,564,0,7,2008,WD,Normal,266000
345,160,2592,MeadowV,2Story,5,3,1976,Gable,TA,Gd,536,Y,SBrkr,1112,1,3,1,TA,4,0,1,336,0,4,2010,WD,Normal,85000
346,50,6435,BrkSide,1.5Fin,6,5,1939,Gable,TA,TA,972,Y,SBrkr,1577,1,3,1,Fa,6,1,1,312,0,10,2006,WD,Normal,140200
347,20,12772,NAmes,1Story,6,8,1960,Hip,TA,TA,958,Y,SBrkr,958,1,2,1,TA,5,0,1,301,0,4,2007,WD,Normal,151500
348,20,17600,NAmes,1Story,6,5,1960,Gable,TA,TA,1478,Y,FuseA,1478,2,3,1,TA,6,2,2,498,0,12,2009,WD,Normal,157500
349,160,2448,NridgHt,2Story,7,5,2003,Gable,Gd,Gd,764,Y,SBrkr,1626,2,2,1,Gd,6,0,2,474,0,10,2008,WD,Normal,154000
350,60,20431,NridgHt,2Story,9,5,2005,Hip,Ex,Ex,1848,Y,SBrkr,2728,2,4,1,Ex,10,2,3,706,0,4,2006,New,Partial,437154
351,120,7820,NridgHt,1Story,9,5,2007,Hip,Ex,Ex,1869,Y,SBrkr,1869,2,2,1,Ex,6,1,2,617,0,12,2007,New,Partial,318061
352,120,5271,ClearCr,1Story,7,5,1986,Gable,TA,Gd,1453,Y,SBrkr,1453,1,2,1,Gd,6,1,2,445,0,12,2006,WD,Abnorml,190000
353,50,9084,Edwards,1.5Fin,5,6,1941,Gable,TA,TA,616,N,SBrkr,1111,1,3,1,TA,5,0,1,200,0,3,2008,ConLw,Normal,95000
354,30,8520,OldTown,1Story,6,8,1928,Gable,TA,TA,624,Y,SBrkr,720,1,2,1,TA,5,0,2,484,0,5,2010,WD,Normal,105900
355,50,8400,SWISU,1.5Fin,6,5,1940,Gable,TA,TA,940,Y,SBrkr,1595,1,2,1,TA,6,2,1,240,0,6,2006,WD,Normal,140000
356,20,11249,CollgCr,1Story,6,5,1995,Gable,Gd,Gd,1200,Y,SBrkr,1200,2,3,1,Gd,6,0,2,521,0,8,2007,WD,Normal,177500
357,20,9248,Gilbert,1Story,6,6,1992,Gable,TA,Gd,1158,Y,SBrkr,1167,2,3,1,Gd,6,0,2,400,0,7,2009,WD,Normal,173000
358,120,4224,MeadowV,1Story,5,5,1976,Gable,TA,Gd,1142,Y,SBrkr,1142,1,3,1,TA,6,1,2,528,0,8,2007,WD,Normal,134000
359,80,6930,ClearCr,SLvl,5,4,1958,Hip,TA,TA,1062,Y,FuseF,1352,1,3,1,Gd,6,0,1,288,0,7,2006,WD,Abnorml,130000
360,60,12011,NoRidge,2Story,8,5,1998,Gable,Gd,Gd,1086,Y,SBrkr,1924,2,3,1,Gd,7,1,2,592,0,6,2006,WD,Normal,280000
361,85,7540,Mitchel,SFoyer,6,6,1978,Gable,TA,Gd,888,Y,SBrkr,912,1,2,1,TA,5,1,2,470,0,6,2007,WD,Normal,156000
362,50,9144,BrkSide,1.5Fin,5,5,1940,Gable,TA,TA,883,Y,SBrkr,1505,1,3,1,TA,8,0,1,240,0,7,2008,WD,Normal,145000
363,85,7301,Edwards,SFoyer,7,5,2003,Gable,Gd,NA,0,Y,SBrkr,1922,3,4,1,Gd,7,1,2,672,0,7,2009,ConLD,Normal,198500
364,160,1680,BrDale,2Story,6,8,1972,Gable,TA,TA,483,Y,SBrkr,987,1,2,1,Gd,5,0,1,264,0,5,2009,WD,Normal,118000
365,60,18800,NWAmes,2Story,6,5,1976,Gable,TA,Gd,796,Y,SBrkr,1574,2,3,1,TA,6,1,2,566,0,7,2006,WD,Normal,190000
366,70,10690,IDOTRR,2Story,5,7,1920,Hip,TA,TA,672,Y,FuseA,1344,1,3,1,TA,6,0,1,468,0,7,2009,WD,Normal,147000
367,20,9500,NAmes,1Story,6,5,1963,Gable,TA,Gd,1394,Y,SBrkr,1394,1,3,1,TA,6,2,2,514,0,7,2009,WD,Normal,159000
368,80,9150,NAmes,SLvl,6,5,1962,Gable,TA,Gd,1099,Y,SBrkr,1431,1,3,1,TA,6,1,1,296,0,12,2008,WD,Normal,165000
369,20,7800,NAmes,1Story,5,6,1954,Gable,TA,TA,1268,Y,SBrkr,1268,1,2,1,TA,7,1,1,244,0,3,2010,WD,Normal,132000
370,20,9830,NAmes,1Story,5,7,1959,Gable,TA,TA,1063,Y,SBrkr,1287,1,3,1,Gd,7,1,2,576,0,3,2010,WD,Normal,162000
371,60,8121,Gilbert,2Story,6,5,2000,Gable,TA,Gd,953,Y,SBrkr,1664,2,3,1,TA,7,1,2,460,0,1,2006,WD,Normal,172400
372,50,17120,ClearCr,1.5Fin,4,4,1959,Gable,TA,NA,0,Y,SBrkr,1588,2,4,1,TA,7,1,2,680,0,7,2008,WD,Normal,134432
373,120,7175,SawyerW,1Story,6,5,1984,Gable,TA,Gd,744,Y,SBrkr,752,1,2,1,TA,4,0,1,264,0,2,2010,WD,Normal,125000
374,20,10634,NAmes,1Story,5,6,1953,Gable,TA,TA,608,Y,SBrkr,1319,1,3,1,TA,5,0,1,270,0,11,2009,WD,Normal,123000
375,60,8200,CollgCr,2Story,7,5,2003,Gable,Gd,Gd,847,Y,SBrkr,1928,2,4,1,Gd,8,1,2,434,0,7,2007,WD,Normal,219500
376,30,10020,Edwards,1Story,1,1,1922,Gable,Fa,Fa,683,N,FuseA,904,0,1,1,Fa,4,0,0,0,0,3,2009,WD,Normal,61000
377,85,8846,CollgCr,SFoyer,5,5,1996,Gable,Gd,Gd,870,Y,SBrkr,914,1,2,1,TA,5,0,2,576,0,7,2006,WD,Normal,148000
378,60,11143,Somerst,2Story,8,5,2004,Gable,Gd,Gd,1580,Y,SBrkr,2466,3,4,1,Gd,8,1,2,610,0,12,2007,WD,Normal,340000
379,20,11394,StoneBr,1Story,9,2,2010,Hip,Gd,Ex,1856,Y,SBrkr,1856,1,1,1,Ex,8,1,3,834,0,6,2010,New,Partial,394432
380,60,8123,Gilbert,2Story,6,5,2000,Gable,TA,Gd,982,Y,SBrkr,1800,2,3,1,TA,7,1,2,463,0,6,2009,WD,Normal,179000
381,50,5000,SWISU,1.5Fin,5,6,1924,Gable,TA,TA,1026,Y,SBrkr,1691,2,3,1,Gd,6,1,1,308,0,5,2010,WD,Normal,127000
382,20,7200,Somerst,1Story,7,5,2006,Gable,Gd,Gd,1293,Y,SBrkr,1301,2,2,1,Gd,5,1,2,572,0,8,2006,New,Partial,187750
383,60,9245,CollgCr,2Story,7,5,2006,Gable,Gd,Gd,939,Y,SBrkr,1797,2,3,1,Gd,8,0,2,639,0,4,2007,WD,Normal,213500
384,45,9000,SawyerW,1.5Unf,6,3,1928,Gable,TA,Fa,784,N,FuseA,784,1,2,1,TA,5,0,2,360,0,10,2009,WD,Normal,76000
385,60,53107,ClearCr,2Story,6,5,1992,Gable,Gd,Gd,1580,Y,SBrkr,1953,2,3,1,Gd,9,2,2,501,0,6,2007,WD,Normal,240000
386,120,3182,Blmngtn,1Story,8,5,2004,Gable,Gd,Gd,1256,Y,SBrkr,1269,2,2,1,Gd,6,1,2,430,0,4,2010,WD,Normal,192000
387,50,8410,Edwards,1.5Fin,5,3,1910,Gambrel,TA,TA,658,Y,SBrkr,1184,1,5,1,TA,8,0,0,0,0,5,2006,WD,AdjLand,81000
388,80,7200,Edwards,SLvl,6,6,1976,Hip,TA,TA,1041,Y,SBrkr,1125,1,3,1,TA,6,1,1,352,0,10,2009,WD,Abnorml,125000
389,20,9382,CollgCr,1Story,7,5,1999,Gable,Gd,Gd,1468,Y,SBrkr,1479,2,3,1,Gd,6,0,2,577,0,7,2008,WD,Normal,191000
390,60,12474,NridgHt,2Story,10,5,2007,Gable,Ex,Ex,1682,Y,SBrkr,2332,2,3,1,Ex,9,1,3,846,0,8,2008,New,Partial,426000
391,50,8405,Edwards,1.5Fin,5,8,1900,Gable,TA,TA,861,Y,SBrkr,1367,1,4,1,TA,7,0,1,384,0,4,2008,WD,Normal,119000
392,60,12209,Mitchel,2Story,6,5,2001,Gable,TA,Ex,804,Y,SBrkr,1961,2,3,1,Gd,7,1,2,560,0,6,2009,WD,Normal,215000
393,20,8339,NAmes,1Story,5,7,1959,Gable,TA,NA,0,Y,SBrkr,882,1,3,1,TA,5,0,1,294,0,7,2007,WD,Normal,106500
394,30,7446,BrkSide,1Story,4,5,1941,Gable,TA,TA,788,Y,FuseA,788,1,2,1,TA,4,2,0,0,0,4,2006,WD,Abnorml,100000
395,50,10134,OldTown,1.5Fin,5,6,1940,Gable,TA,TA,735,Y,FuseA,1034,1,2,1,TA,5,0,1,240,0,7,2007,WD,Normal,109000
396,20,9571,Edwards,1Story,5,6,1956,Gable,TA,TA,1144,Y,SBrkr,1144,1,3,1,TA,6,0,1,596,0,6,2010,WD,Normal,129000
397,20,7200,CollgCr,1Story,5,5,1972,Hip,TA,TA,894,Y,SBrkr,894,1,2,1,TA,6,0,2,600,0,9,2009,WD,Normal,123000
398,60,7590,NAmes,2Story,5,5,1962,Gable,TA,TA,864,Y,SBrkr,1812,2,4,1,TA,8,1,1,264,0,7,2007,WD,Normal,169500
399,30,8967,IDOTRR,1Story,5,2,1920,Gable,TA,Fa,961,Y,Mix,1077,1,2,1,TA,6,0,1,338,0,11,2007,WD,Abnorml,67000
400,60,8125,Somerst,2Story,7,5,2006,Gable,Gd,Gd,1092,Y,SBrkr,1550,2,2,1,Gd,7,0,2,438,0,10,2009,WD,Normal,241000
401,120,14963,Veenker,1Story,8,5,1996,Gable,Gd,Gd,1260,Y,SBrkr,1288,1,1,1,Ex,4,2,2,500,0,12,2008,WD,Normal,245500
402,20,8767,CollgCr,1Story,7,5,2005,Gable,Gd,Gd,1310,Y,SBrkr,1310,2,3,1,Gd,6,1,2,400,0,7,2006,New,Partial,164990
403,30,10200,Sawyer,1Story,5,8,1940,Gable,TA,TA,672,Y,SBrkr,672,1,2,1,TA,4,0,1,240,0,8,2008,WD,Normal,108000
404,60,12090,NoRidge,2Story,8,5,1998,Hip,Gd,Gd,1141,Y,SBrkr,2263,2,4,1,Gd,10,1,2,420,0,7,2006,WD,Abnorml,258000
405,60,10364,Gilbert,2Story,6,5,1995,Gable,TA,Gd,806,Y,SBrkr,1572,2,3,1,TA,7,1,2,373,0,5,2007,WD,Normal,168000
406,20,9991,Sawyer,1Story,4,4,1976,Gable,TA,TA,1281,Y,SBrkr,1620,2,3,1,TA,8,1,2,490,0,6,2009,WD,Normal,150000
407,50,10480,SWISU,1.5Fin,6,5,1936,Gable,TA,TA,1064,Y,FuseA,1639,1,3,1,TA,6,0,1,240,0,3,2008,WD,Normal,115000
408,70,15576,Crawfor,2Story,6,7,1915,Gable,TA,Gd,840,Y,SBrkr,1680,2,4,1,TA,8,0,1,308,0,3,2008,WD,Normal,177000
409,60,14154,NridgHt,2Story,7,5,2006,Gable,Gd,Ex,1063,Y,SBrkr,2172,2,3,1,Gd,9,1,3,947,0,8,2007,New,Partial,280000
410,60,10800,Somerst,2Story,8,5,2007,Gable,Gd,Ex,1034,Y,SBrkr,2078,2,3,1,Ex,8,1,3,836,0,4,2008,New,Partial,339750
411,20,9571,Edwards,1Story,5,3,1958,Gable,TA,TA,1276,Y,FuseA,1276,1,3,1,TA,5,0,1,350,0,6,2009,COD,Abnorml,60000
412,190,34650,Gilbert,1Story,5,5,1955,Hip,TA,TA,1056,N,SBrkr,1056,1,3,1,TA,5,0,2,572,0,1,2006,WD,Normal,145000
413,20,4403,Somerst,1Story,7,5,2009,Gable,Ex,Ex,1470,Y,SBrkr,1478,2,2,1,Gd,7,1,2,484,0,6,2010,New,Partial,222000
414,30,8960,OldTown,1Story,5,6,1927,Gable,TA,TA,1008,Y,FuseA,1028,1,2,1,TA,5,1,2,360,0,3,2010,WD,Normal,115000
415,60,11228,SawyerW,2Story,7,5,1993,Gable,Gd,Gd,1080,Y,SBrkr,2097,2,3,1,Gd,9,1,3,678,0,12,2008,WD,Normal,228000
416,20,8899,Gilbert,1Story,7,5,2007,Gable,Gd,Gd,1340,Y,SBrkr,1340,2,3,1,Gd,6,0,2,396,0,8,2007,New,Partial,181134
417,60,7844,Sawyer,2Story,6,7,1978,Hip,TA,TA,672,Y,SBrkr,1400,1,3,1,TA,6,1,2,440,0,3,2006,WD,Normal,149500
418,70,22420,Crawfor,2Story,6,6,1918,Hip,TA,Gd,1370,N,FuseA,2624,2,4,1,TA,10,1,3,864,0,11,2007,WD,Normal,239000
419,50,8160,Edwards,1.5Fin,5,6,1940,Gable,TA,TA,756,N,FuseF,1134,1,3,1,TA,7,0,1,240,0,4,2007,WD,AdjLand,126000
420,20,8450,NAmes,1Story,5,6,1968,Gable,TA,TA,1056,Y,SBrkr,1056,1,3,1,TA,6,1,1,304,0,7,2010,WD,Normal,142000
421,90,7060,Mitchel,SFoyer,7,5,1997,Gable,TA,Gd,1344,Y,SBrkr,1344,2,2,2,TA,8,0,4,784,0,11,2008,WD,Alloca,206300
422,20,16635,NWAmes,1Story,6,7,1977,Gable,Gd,Gd,1602,Y,SBrkr,1602,2,3,1,Gd,8,1,2,529,0,6,2009,WD,Normal,215000
423,20,21750,Mitchel,1Story,5,5,1954,Hip,TA,TA,988,Y,FuseA,988,1,2,1,TA,4,0,2,520,0,2,2008,WD,Normal,113000
424,60,9200,NoRidge,2Story,8,5,1998,Gable,Gd,Gd,1470,Y,SBrkr,2630,2,4,1,Gd,8,1,3,696,0,6,2008,WD,Normal,315000
425,20,9000,NAmes,1Story,6,5,1956,Gable,TA,Gd,1196,Y,FuseA,1196,1,2,1,TA,6,1,1,297,0,5,2008,WD,Normal,139000
426,60,3378,OldTown,2Story,7,8,1946,Gable,TA,TA,651,Y,SBrkr,1389,1,3,1,TA,6,2,1,240,0,9,2009,WD,Normal,135000
427,80,12800,SawyerW,SLvl,7,5,1989,Gable,Gd,Gd,1518,Y,SBrkr,1644,2,2,1,Gd,5,1,2,569,0,8,2009,WD,Normal,275000
428,20,8593,NAmes,1Story,4,6,1957,Hip,TA,TA,907,Y,SBrkr,907,1,3,1,TA,5,0,1,352,0,7,2008,WD,Normal,109008
429,20,6762,CollgCr,1Story,7,5,2007,Gable,Gd,Gd,1208,Y,SBrkr,1208,2,2,1,Gd,6,0,2,628,0,9,2007,New,Partial,195400
430,20,11457,Timber,1Story,6,5,1988,Gable,TA,Gd,1392,Y,SBrkr,1412,2,3,1,Gd,6,1,2,576,0,3,2009,WD,Normal,175000
431,160,1680,BrDale,2Story,6,5,1971,Gable,TA,TA,483,Y,SBrkr,987,1,2,1,TA,4,0,1,264,0,7,2008,COD,Abnorml,85400
432,50,5586,OldTown,1.5Fin,6,7,1920,Gable,TA,TA,901,Y,SBrkr,1198,1,4,1,TA,7,0,0,0,0,9,2008,ConLD,Abnorml,79900
433,160,1920,BrDale,2Story,5,5,1971,Gable,TA,TA,765,Y,SBrkr,1365,1,2,1,TA,6,0,2,440,0,8,2007,WD,Normal,122500
434,60,10839,Gilbert,2Story,6,5,1997,Gable,TA,Gd,926,Y,SBrkr,1604,2,3,1,TA,7,1,2,470,0,7,2008,WD,Normal,181000
435,180,1890,MeadowV,SFoyer,4,7,1972,Gable,TA,Gd,630,Y,SBrkr,630,1,1,1,TA,3,0,0,0,0,6,2008,WD,Normal,81000
436,60,10667,CollgCr,2Story,7,6,1996,Gable,Gd,Gd,799,Y,SBrkr,1661,2,3,1,Gd,6,1,2,550,0,4,2009,ConLw,Normal,212000
437,50,4400,OldTown,1.5Fin,6,8,1920,Gable,TA,Fa,648,Y,FuseA,1118,1,2,1,TA,6,0,2,440,0,10,2006,WD,Normal,116000
438,45,6000,BrkSide,1.5Unf,6,7,1926,Gable,Gd,TA,884,Y,SBrkr,904,1,2,1,TA,4,0,1,180,0,1,2009,WD,Normal,119000
439,30,4280,Crawfor,1Story,5,6,1913,Gable,TA,TA,440,N,SBrkr,694,1,2,1,Gd,4,1,1,352,0,3,2007,WD,Normal,90350
440,50,12354,Edwards,1.5Fin,6,8,1920,Gable,TA,TA,684,Y,SBrkr,1196,1,3,1,Gd,7,0,2,528,0,8,2009,ConLI,Normal,110000
441,20,15431,NridgHt,1Story,10,5,2008,Hip,Ex,Ex,3094,Y,SBrkr,2402,2,2,1,Ex,10,2,3,672,0,4,2009,WD,Normal,555000
442,90,12108,Edwards,1Story,4,4,1955,Gable,TA,TA,1440,N,FuseF,1440,2,4,2,Fa,8,0,0,0,0,9,2008,WD,Normal,118000
443,50,6240,BrkSide,1.5Fin,5,7,1930,Gable,TA,TA,1078,Y,SBrkr,1573,2,3,1,TA,8,1,2,360,0,6,2008,WD,Normal,162900
444,120,3922,Blmngtn,1Story,7,5,2006,Gable,Gd,Ex,1258,Y,SBrkr,1258,2,2,1,Gd,6,1,3,648,0,6,2007,New,Partial,172500
445,60,8750,CollgCr,2Story,7,5,1994,Gable,Gd,Gd,915,Y,SBrkr,1908,2,4,1,Gd,8,1,2,493,0,7,2008,WD,Normal,210000
446,20,9855,Edwards,1Story,6,5,1956,Hip,TA,TA,1436,Y,SBrkr,1689,1,3,1,TA,7,1,2,480,0,11,2009,COD,Normal,127500
447,20,16492,NAmes,1Story,6,6,1966,Gable,Gd,TA,1517,Y,SBrkr,1888,2,2,1,Gd,6,1,2,578,0,6,2010,WD,Normal,190000
448,60,11214,Gilbert,2Story,7,5,1998,Gable,Gd,Gd,930,Y,SBrkr,1886,2,4,1,Gd,10,1,2,431,0,7,2006,WD,Normal,199900
449,50,8600,IDOTRR,1.5Fin,6,6,1937,Gable,TA,TA,780,Y,SBrkr,1376,2,3,1,TA,7,1,1,198,0,6,2006,WD,Normal,119500
450,50,6000,OldTown,1.5Fin,3,7,1948,Gable,TA,TA,649,Y,SBrkr,1183,1,2,1,TA,6,0,1,308,0,6,2007,WD,Normal,120000
451,30,5684,OldTown,1Story,6,8,1930,Hip,TA,TA,813,Y,FuseA,813,1,2,1,Gd,5,0,1,270,0,6,2006,WD,Normal,110000
452,20,70761,ClearCr,1Story,7,5,1975,Gable,TA,Gd,1533,Y,SBrkr,1533,2,2,1,Gd,5,2,2,576,0,12,2006,WD,Normal,280000
453,60,9303,Timber,2Story,6,5,1996,Hip,Gd,Ex,872,Y,SBrkr,1756,2,3,1,TA,7,0,2,422,0,7,2007,WD,Normal,204000
454,60,9000,Somerst,2Story,8,5,2008,Gable,Gd,Gd,768,Y,SBrkr,1590,2,3,1,Gd,6,0,2,676,0,6,2009,WD,Normal,210000
455,90,9297,Mitchel,1Story,5,5,1976,Gable,TA,TA,1728,Y,SBrkr,1728,2,4,2,TA,8,0,2,560,0,7,2006,WD,Family,188000
456,20,9600,NWAmes,1Story,7,6,1973,Hip,TA,TA,1242,Y,SBrkr,1242,1,3,1,TA,6,1,2,528,0,9,2007,WD,Normal,175500
457,70,4571,OldTown,2Story,5,5,1916,Gable,TA,TA,624,N,SBrkr,1344,1,4,1,TA,7,0,3,513,0,5,2008,COD,Abnorml,98000
458,20,53227,ClearCr,1Story,4,6,1954,Flat,TA,Gd,1364,Y,SBrkr,1663,1,2,1,Gd,6,2,2,529,0,3,2008,WD,Normal,256000
459,70,5100,OldTown,2Story,8,7,1925,Hip,TA,TA,588,Y,SBrkr,1666,1,3,1,Gd,7,1,1,228,0,6,2008,WD,Normal,161000
460,50,7015,BrkSide,1.5Fin,5,4,1950,Gable,TA,TA,709,Y,SBrkr,1203,1,3,1,Gd,5,1,1,352,0,7,2009,WD,Normal,110000
461,60,8004,Somerst,2Story,8,5,2009,Gable,Gd,Gd,832,Y,SBrkr,1935,2,3,1,TA,8,0,2,552,0,12,2009,New,Partial,263435
462,70,7200,SWISU,2Story,7,9,1936,Gable,Gd,Gd,560,Y,SBrkr,1135,1,3,1,Gd,6,0,2,576,0,4,2009,WD,Normal,155000
463,20,8281,Sawyer,1Story,5,5,1965,Gable,TA,TA,864,Y,SBrkr,864,1,3,1,TA,5,1,1,360,0,12,2009,WD,Normal,62383
464,70,11988,Crawfor,2Story,6,7,1934,Hip,TA,TA,715,Y,FuseA,1660,1,3,1,TA,6,1,1,240,0,8,2008,WD,Normal,188700
465,20,8430,CollgCr,1Story,5,5,1978,Gable,TA,Gd,1040,Y,SBrkr,1040,2,3,1,TA,5,0,0,0,0,8,2009,WD,Normal,124000
466,120,3072,Blmngtn,1Story,7,5,2004,Hip,Gd,Gd,1375,Y,SBrkr,1414,2,2,1,Gd,6,1,2,398,0,5,2006,WD,Normal,178740
467,20,10628,NAmes,1Story,7,5,1970,Flat,TA,TA,1277,Y,SBrkr,1277,1,2,1,TA,5,1,2,526,0,4,2007,WD,Normal,167000
468,70,9480,NAmes,2Story,5,7,1942,Gable,TA,TA,728,Y,SBrkr,1644,1,3,1,Gd,7,2,1,312,0,6,2007,WD,Normal,146500
469,20,11428,NridgHt,1Story,8,5,2006,Gable,Gd,Gd,1626,Y,SBrkr,1634,2,3,1,Gd,7,1,3,866,0,5,2007,WD,Normal,250000
470,60,9291,SawyerW,2Story,6,5,1993,Gable,Gd,Gd,832,Y,SBrkr,1710,2,3,1,Gd,7,0,2,506,0,6,2008,WD,Normal,187000
471,120,6820,StoneBr,1Story,8,5,1985,Gable,Gd,Gd,1488,Y,SBrkr,1502,1,1,1,Gd,4,0,2,528,0,6,2010,WD,Normal,212000
472,60,11952,NWAmes,2Story,7,6,1977,Mansard,TA,Gd,808,Y,SBrkr,1969,2,3,1,TA,8,1,2,534,0,11,2007,WD,Normal,190000
473,180,3675,Edwards,SLvl,6,5,2005,Gable,TA,Gd,547,Y,SBrkr,1072,1,2,1,TA,5,0,2,525,0,6,2008,WD,Normal,148000
474,20,14977,NridgHt,1Story,8,5,2006,Gable,Gd,Ex,1976,Y,SBrkr,1976,2,2,1,Gd,7,1,3,908,0,7,2007,New,Partial,440000
475,120,5330,StoneBr,1Story,8,5,2000,Gable,Gd,Gd,1494,Y,SBrkr,1652,2,2,1,Ex,6,0,2,499,0,8,2007,WD,Normal,251000
476,20,8480,Sawyer,1Story,5,6,1963,Hip,TA,TA,970,Y,SBrkr,970,1,2,1,TA,5,0,2,624,0,7,2007,WD,Normal,132500
477,20,13125,CollgCr,1Story,6,5,1997,Gable,TA,Gd,1478,Y,SBrkr,1493,2,3,1,Gd,7,1,2,508,0,4,2008,WD,Normal,208900
478,60,13693,NridgHt,2Story,9,5,2006,Hip,Ex,Gd,2153,Y,SBrkr,2643,2,3,1,Ex,9,1,3,694,0,3,2007,WD,Normal,380000
479,20,10637,CollgCr,1Story,8,5,2007,Hip,Gd,Ex,1705,Y,SBrkr,1718,2,3,1,Gd,7,1,3,826,0,9,2009,WD,Normal,297000
480,30,5925,OldTown,1Story,4,7,1937,Hip,TA,Fa,907,Y,SBrkr,1131,1,2,1,TA,7,0,2,672,0,3,2007,WD,Alloca,89471
481,20,16033,NridgHt,1Story,9,5,2004,Hip,Gd,Ex,1833,Y,SBrkr,1850,2,3,1,Gd,8,1,3,772,0,3,2006,WD,Normal,326000
482,20,11846,NridgHt,1Story,9,5,2003,Hip,Gd,Ex,1792,Y,SBrkr,1792,2,2,1,Ex,6,1,3,874,0,8,2006,WD,Normal,374000
483,70,2500,OldTown,2Story,7,8,1915,Gable,Gd,TA,910,Y,SBrkr,1826,1,4,1,Ex,7,1,1,164,0,6,2009,WD,Normal,155000
484,120,4500,Mitchel,1Story,6,5,1998,Hip,TA,Ex,1216,Y,SBrkr,1216,2,2,1,TA,5,0,2,402,0,5,2006,WD,Normal,164000
485,20,7758,Sawyer,1Story,5,7,1962,Gable,TA,TA,999,Y,SBrkr,999,1,3,1,Gd,6,0,1,264,0,3,2007,WD,Normal,132500
486,20,9600,NAmes,1Story,5,7,1950,Gable,Gd,TA,1113,Y,SBrkr,1113,1,3,1,Gd,5,1,1,264,0,7,2009,WD,Normal,147000
487,20,10289,NAmes,1Story,5,7,1965,Hip,TA,TA,1073,Y,SBrkr,1073,1,3,1,TA,6,0,2,515,0,6,2007,WD,Normal,156000
488,20,12243,NWAmes,1Story,5,6,1971,Gable,TA,Gd,1484,Y,SBrkr,1484,2,3,1,TA,7,1,2,487,0,2,2007,WD,Normal,175000
489,190,10800,OldTown,1.5Fin,5,4,1900,Gable,TA,TA,954,N,FuseA,2414,2,3,2,TA,10,1,2,520,0,5,2006,ConLD,Normal,160000
490,180,1526,MeadowV,SFoyer,4,8,1970,Gable,TA,Gd,630,Y,SBrkr,630,1,1,1,Gd,3,0,1,286,0,5,2009,WD,Normal,86000
